job_level,career_velocity,city_tier,education_tier,performance_rating,manager_rating,manager_rating_missing,months_since_promotion,variable_pay_pct,department,gender,actual_log_salary,predicted_log_salary,residual_log_salary,shap_gender_effect,shap_manager_effect
3,0.3333,2,3,4.1,2.5,0,6,12.7,Finance,Female,2.5392369943330477,2.374147060607396,0.1650899337256515,-0.1459272886959826,-0.028538620172048994
3,0.25,2,3,3.0,3.1,0,1,9.8,HR,Female,2.3105532626432224,2.4302742598822107,-0.11972099723898832,-0.14278507206936522,-0.017415915132628707
3,0.3,2,3,3.3,3.5,0,23,13.5,Finance,Female,2.649714624089247,2.42922846205863,0.22048616203061666,-0.15108577452058874,0.0032586048773637147
1,0.1667,2,4,4.1,4.3,0,45,9.9,Legal,Female,2.0001277349601105,1.8299801298146976,0.17014760514541294,-0.14858461230868686,0.030900944478692245
1,1.0,2,4,3.2,2.6,0,7,9.2,Operations,Female,1.366091653802371,1.4711567959146572,-0.10506514211228613,-0.14458349072230592,-0.02374707908242194
2,0.4,3,4,3.3,2.6,0,3,21.3,Sales,Female,2.010894999144726,1.8303796854120449,0.18051531373268115,-0.14399656688715481,-0.03855881526769204
1,0.1667,1,4,3.3,3.5,1,12,26.1,Sales,Male,2.1400661634962708,2.067060992944292,0.07300517055197897,0.10417434546741691,0.0012309595440648242
1,0.3333,1,3,2.8,3.7,0,12,10.3,HR,Female,1.7984040119467235,1.7101259225110437,0.08827808943567983,-0.14370557590518765,0.014500308969421406
1,0.1429,3,1,3.5,4.7,0,7,18.9,Marketing,Female,1.8825138324965192,1.8947737588586333,-0.012259926362114149,-0.14470134237265578,0.020536374518839634
2,0.2857,2,4,3.2,4.5,0,69,18.3,Sales,Male,2.200552367428894,2.33598504176699,-0.1354326743380958,0.10167347602265588,0.040751357418750966
1,0.3333,2,3,2.5,3.6,0,5,5.9,Customer Support,Male,2.0215475632609334,1.8218030230655287,0.19974454019540477,0.10188194270793854,0.010955668352866862
2,0.4,3,3,3.4,4.4,0,12,9.3,Data Science,Female,2.1656192379208883,2.0933646210751107,0.07225461684577761,-0.13899177067134807,0.043049571466203036
4,0.3333,1,2,4.0,3.5,1,25,15.0,Marketing,Male,2.9992261628082466,3.111914441903888,-0.11268827909564161,0.10530139186810021,0.0007771592065132649
2,0.2857,1,4,4.7,3.3,0,15,14.3,Marketing,Female,1.9459101490553132,2.187590523432929,-0.24168037437761591,-0.15149716598032814,-0.014903558472833638
2,0.4,2,1,4.2,4.1,0,21,12.7,Legal,Male,2.4087452888224363,2.4900083378724664,-0.08126304905003012,0.10242250710752775,0.02880636862165084
2,0.25,2,3,3.4,4.4,0,1,14.8,Finance,Female,2.1644717908644115,2.2487609003830813,-0.08428910951866975,-0.1320585486212661,0.04523985730663598
1,0.1667,1,3,4.3,3.3,0,3,32.4,Sales,Male,2.25758772706331,2.15927500618318,0.09831272088013021,0.10599864230820731,-0.010282678911159486
3,0.375,2,2,2.4,4.0,0,30,13.3,Product,Male,2.4672517145492794,2.6835611591087285,-0.21630944455944912,0.1046448113960806,0.030469209602029985
2,0.25,2,3,3.3,3.8,0,8,14.2,Engineering,Male,2.3174737054877963,2.4496170408659057,-0.1321433353781094,0.09419044554337583,0.014923610328123794
1,0.2,3,3,4.4,3.6,0,19,29.3,Sales,Male,2.048982334195127,1.992708446500477,0.05627388769465025,0.09980686917275607,0.007796987639349418
2,0.5,1,2,4.5,3.7,0,14,9.7,Engineering,Male,2.4756977107026903,2.535209914366499,-0.059512203663808716,0.09774339788217017,0.016975597532186484
3,0.5,3,2,4.3,3.5,1,7,14.3,Data Science,Female,2.3617969526258915,2.387172468840817,-0.025375516214925398,-0.14027315572816684,0.005549099947470422
3,0.2,3,3,3.9,4.8,0,40,17.7,Product,Male,3.0591764461105257,2.9348176959704033,0.12435875014012243,0.10630869271463285,0.033682296692989895
5,0.2083,3,3,3.6,3.0,0,30,13.9,Marketing,Male,3.7787201581137255,3.6793470460601085,0.09937311205361699,0.087149024446163,-0.0040860375177383485
3,0.3,2,3,4.7,2.8,0,12,19.6,Product,Female,2.6004649904222727,2.5083203652253236,0.0921446251969491,-0.14896068116257138,-0.032971701622445414
5,0.3846,3,2,3.9,3.6,0,1,9.8,Legal,Female,3.0101281538377234,3.0936281566127914,-0.08350000277506808,-0.13041280430011237,0.0038019027526609156
1,0.3333,3,2,4.2,3.5,0,13,11.7,Product,Male,1.9065751436566365,2.060030030596957,-0.15345488694032072,0.10563745045591749,0.0022532695606333033
2,0.2857,1,3,3.8,3.1,0,46,11.3,Finance,Female,2.253394848803274,2.2160308562061966,0.037363992597077456,-0.14409231685606216,-0.017100612019362183
2,0.3333,1,2,4.0,3.1,0,33,8.3,HR,Male,2.432735777459091,2.4225966243475265,0.010139153111564436,0.10746235041910009,-0.010533128891152094
1,0.2,2,3,2.1,3.6,0,12,16.8,Finance,Male,1.9095425048844386,2.0109707379722788,-0.10142823308784021,0.10276242889278232,0.009883263356339801
2,1.0,3,3,4.3,4.9,0,17,11.3,Data Science,Male,2.105352923464337,2.2871019728315205,-0.1817490493671836,0.10617287326438074,0.04093240465360539
1,0.5,3,2,3.1,4.1,0,10,22.0,Marketing,Male,2.0373166153791646,1.8663802306559638,0.17093638472320083,0.09850865289481449,0.02095463127743589
2,0.2857,3,3,2.8,3.5,0,1,9.0,Engineering,Female,2.1150499691472033,2.1081684885275935,0.006881480619609803,-0.1382185178288084,0.010930872035941012
6,0.2,1,4,4.2,3.0,0,6,12.6,Finance,Male,3.912023005428146,3.9511304638150406,-0.03910745838689467,0.06875904030899115,-0.0057012577615875425
1,0.5,3,4,4.0,2.6,0,1,10.0,HR,Male,1.7749523509116738,1.7939367054349227,-0.01898435452324887,0.10269393933870624,-0.021351514812909624
2,0.5,1,4,4.0,3.4,0,7,14.0,Engineering,Male,2.2965670206684825,2.3752964793738665,-0.07872945870538395,0.09952505419056831,-0.0012905026897792823
1,0.5,1,3,4.2,2.9,0,5,24.8,Marketing,Male,1.9712993830601329,1.9995186027093925,-0.028219219649259664,0.10708175381725515,-0.013988406139080159
2,0.5,1,2,3.9,3.3,0,6,15.7,Marketing,Male,2.378619779270043,2.2768572539703755,0.10176252529966767,0.10767847147185307,-0.012233247966305885
1,0.3333,3,3,3.5,3.6,0,4,21.1,Sales,Male,1.8794650496471605,1.869061049122373,0.010404000524787627,0.09948427802346288,0.008156212463773979
2,1.0,1,3,4.2,3.0,0,4,12.6,Finance,Female,1.8562979903656263,2.048929308973462,-0.1926313186078359,-0.14524654842277743,-0.010848344690099897
1,0.3333,1,4,3.2,4.9,0,11,29.6,Sales,Female,1.7578579175523736,1.80542775848649,-0.047569840934116314,-0.14105990258783924,0.0686843305032558
5,0.2941,2,4,4.2,2.5,0,35,24.8,Sales,Female,3.0846584827483925,3.2713615690563658,-0.18670308630797328,-0.13243479298718047,-0.024979368701837597
1,0.3333,3,2,3.1,4.1,0,48,10.9,Engineering,Female,1.8066480817218056,1.832174909093716,-0.025526827371910477,-0.13059462719910933,0.031909830598878246
1,0.3333,3,1,2.8,5.0,0,25,13.7,Product,Male,2.1701959049483,2.1097491253651435,0.060446779583156474,0.10504795087118707,0.054802247964835946
3,0.6,2,2,3.6,2.9,0,4,11.2,Product,Male,2.5649493574615367,2.579781554416882,-0.0148321969553451,0.10795695139483905,-0.019899073476391645
2,0.5,1,3,1.8,3.7,0,13,11.0,Finance,Female,1.951608170169951,2.01280916951554,-0.06120099934558909,-0.14001532986893697,0.01961221178569542
2,0.6667,2,3,4.2,3.4,0,31,10.0,Legal,Male,2.3896797998449792,2.268008252692986,0.12167154715199313,0.1062585857426453,-0.00046846674518415886
2,0.6667,2,1,3.2,3.1,0,7,14.5,Finance,Female,2.2648832258100344,2.146238548136968,0.1186446776730663,-0.14028388329773345,-0.011648879893145236
1,0.1429,1,3,3.5,3.7,0,19,8.7,Customer Support,Female,1.7561322915849038,1.844593408089854,-0.08846111650495025,-0.15157875354915806,0.014151741067764054
3,0.2308,1,4,4.5,3.6,0,31,5.1,Operations,Male,2.7343675094195836,2.837573706066736,-0.10320619664715247,0.10654184551582217,0.009211160678189945
3,0.375,3,4,2.3,2.9,0,4,16.6,Finance,Female,2.127040520479115,2.159532365877521,-0.032491845398406216,-0.1448600023599208,-0.022129797465089775
2,2.0,1,2,4.5,3.6,0,24,10.6,Finance,Male,2.0541237336955462,2.289840623016668,-0.23571688932112167,0.09858284758659643,0.018768293863405085
6,0.375,1,3,4.2,3.5,0,48,12.0,Engineering,Male,3.6065842113871063,3.783906672070705,-0.17732246068359858,0.08576892139032556,0.0017212384869926018
4,0.4444,2,3,4.4,3.5,1,26,20.3,Sales,Female,2.9580304063699794,2.6775157026971397,0.2805147036728397,-0.13915480476314407,-0.000128225113360741
1,0.25,2,3,4.3,2.5,0,21,15.8,Marketing,Male,2.0930978681273213,2.0097576892224756,0.0833401789048458,0.10021795156050542,-0.024888473052952845
3,0.3,3,3,3.3,4.1,0,3,7.8,Customer Support,Female,2.127040520479115,2.3879568937154776,-0.26091637323636263,-0.1461656467936077,0.0478126103919881
3,0.375,2,2,5.0,2.6,0,9,27.6,Sales,Male,2.7324175575505043,2.704827148186319,0.02759040936418522,0.09693801757411025,-0.031199175646923264
2,0.4,1,3,3.8,3.3,0,1,6.0,HR,Male,2.017566137961748,2.2723050502512283,-0.2547389122894801,0.10707815100473711,-0.01241098592786454
2,0.5,3,1,2.8,3.1,0,6,8.1,HR,Male,1.7984040119467235,2.191016966360946,-0.3926129544142223,0.109019498787363,-0.006703120883936603
3,0.2727,1,3,2.9,3.1,0,10,7.9,Operations,Female,2.464703942470481,2.4801542361531714,-0.015450293682690575,-0.15175499463609812,-0.01431558754728842
2,0.2,1,3,2.2,3.3,0,9,5.4,Customer Support,Female,1.9572739077056285,2.0849583149122894,-0.12768440720666097,-0.1405348526794201,-0.007069917940188715
2,0.5,1,2,3.6,2.1,0,7,10.4,Finance,Female,2.0731719286662407,2.0756351676775955,-0.002463239011354812,-0.14271554757322308,-0.06590579131988412
4,0.3333,1,4,2.5,4.2,0,39,12.9,Product,Male,3.092858984284714,3.106555597442952,-0.013696613158238335,0.10806854197724869,0.03376369279609481
3,0.5,1,3,2.6,3.6,0,16,16.2,Product,Male,2.613006652415316,2.6114330180876784,0.0015736343276375742,0.10731385632774505,0.01160016289386383
2,0.5,3,3,4.2,3.5,1,13,11.3,Legal,Female,2.1972245773362196,1.959484251559006,0.2377403257772135,-0.14817007372489144,0.009229118944669983
2,0.4,2,4,4.0,3.0,0,43,11.3,Engineering,Male,2.554121718809473,2.3282923729948806,0.22582934581459257,0.0985794545739588,-0.01894094981842067
2,0.4,1,1,4.1,3.9,0,23,6.4,HR,Male,2.583997552432231,2.4321589064140445,0.15183864601818664,0.10455133775982793,0.011424805649264078
3,0.375,3,2,3.0,4.3,0,5,10.7,Finance,Male,2.5982353350950036,2.6145170237273945,-0.01628168863239088,0.09953018443734529,0.036143733357938794
1,1.0,3,2,4.4,2.8,0,18,8.0,Customer Support,Female,1.5789787049493917,1.603058927160034,-0.02408022221064221,-0.14344810449481024,-0.022038167750818856
5,0.2778,2,4,2.8,3.7,0,21,14.2,Product,Male,3.4127965175055075,3.53432006200569,-0.12152354450018255,0.10558507448798031,0.011641079711577062
2,0.6667,3,4,2.1,3.2,0,9,26.9,Sales,Female,1.7011051009599243,1.6962491767293495,0.004855924230574793,-0.1505424220674941,-0.009761627015881671
4,0.5,1,3,2.7,4.2,0,10,20.3,Marketing,Female,2.5360749363624,2.596249305245674,-0.0601743688832741,-0.14013422458354322,0.03050319616114516
3,0.4286,1,2,3.8,3.6,0,6,16.5,Product,Male,2.919930560137709,2.8351307698571033,0.08479979028060569,0.10558269548774203,0.01038241420973034
1,0.3333,2,3,3.0,3.6,0,23,11.1,Product,Male,1.8687205103641833,1.992934340195512,-0.12421382983132867,0.10554308021360283,0.011222098460176631
2,0.5,2,4,3.2,3.0,0,24,12.0,Legal,Female,2.0399207835175526,1.9192849550498232,0.12063582846772936,-0.1400243728055822,-0.012884900227651286
4,0.4444,1,2,3.7,3.7,0,21,9.5,HR,Male,2.7669478423496954,3.0375663076723884,-0.27061846532269307,0.09591111982967243,0.011570676652727875
2,0.2857,3,3,2.7,4.0,0,1,25.3,Sales,Male,2.301584592660462,2.280419691911265,0.02116490074919719,0.10210661511749984,0.03276328210693287
6,0.24,3,2,3.2,3.5,1,16,14.4,Engineering,Male,3.912023005428146,3.863884759133432,0.04813824629471375,0.07527014064372106,0.004090812989071926
2,0.6667,3,1,3.2,4.3,0,9,15.3,Product,Male,2.6071242825122494,2.302519275655225,0.3046050068570243,0.10760937288019279,0.026201281565474722
2,0.2857,3,3,2.8,4.2,0,51,9.2,Data Science,Male,2.4300984132930052,2.3781746660250693,0.051923747267935916,0.09961315577200791,0.036384826715535744
6,0.2609,2,3,3.4,4.4,0,6,11.3,Product,Male,3.883829271057364,3.9257341024988714,-0.04190483144150736,0.08729082305113235,0.03375201888932523
1,0.1667,1,3,3.7,2.8,0,18,5.6,Customer Support,Male,2.167910189667444,2.077762205366181,0.09014798430126314,0.1110521899510974,-0.029295112969594573
1,1.0,1,2,4.3,4.2,0,21,11.5,Data Science,Male,2.3105532626432224,2.1989945157111213,0.1115587469321011,0.10485095332250849,0.016387608914514035
3,0.375,1,4,3.3,2.5,0,1,14.9,Product,Female,2.424802725718295,2.4368441781698444,-0.012041452451549528,-0.14648007933692625,-0.048842628053182874
1,1.0,3,2,2.0,3.9,0,12,12.8,Marketing,Male,1.6582280766035324,1.7409157994056432,-0.08268772280211079,0.09980405246343307,0.0044149314889808475
1,0.1667,3,3,4.7,3.5,1,40,9.2,Data Science,Male,2.336019869080283,2.216585192499543,0.11943467658074036,0.10268937029121585,0.0038549304142860793
3,0.75,1,4,4.2,2.7,0,3,24.9,Sales,Female,2.180417459019838,2.283106735050955,-0.10268927603111688,-0.1455922157490313,-0.02718651402900183
5,0.2941,1,4,3.9,2.7,0,9,9.6,Engineering,Female,3.3786108829893595,3.3733553080908045,0.005255574898554993,-0.13125269787733715,-0.02605574770315405
3,0.5,3,2,3.6,4.1,0,41,12.9,Finance,Female,2.3942522815198695,2.2799507598064475,0.114301521713422,-0.14284256206979318,0.035466412289937334
1,0.5,3,2,4.1,3.0,0,1,16.8,Finance,Female,1.6900958154515549,1.7225246616066636,-0.03242884615510877,-0.1344129844130261,-0.009823215136416166
1,0.3333,2,3,3.8,2.7,0,48,8.5,Operations,Female,1.5830939370944985,1.6378147464032318,-0.05472080930873324,-0.14124119140960895,-0.020815546709879153
3,0.75,1,3,2.5,3.6,0,6,15.6,Finance,Male,2.431857428698185,2.4937077238901453,-0.06185029519196039,0.10675891802184993,0.01076646385542218
1,0.5,1,3,3.7,3.1,0,46,5.4,HR,Male,1.9242486522741338,1.9034975455086969,0.0207511067654369,0.10484101875989113,-0.007105886566406744
1,0.5,1,3,3.6,3.5,1,3,8.6,Engineering,Female,1.7681496035889213,1.8258924654062427,-0.05774286181732147,-0.13857733976276035,0.007323531957053227
3,0.6,1,4,4.7,3.3,0,24,13.2,Engineering,Female,2.6333266549062735,2.4223111845463987,0.21101547035987478,-0.14160377401273372,-0.00900388258386082
1,0.5,3,3,5.0,5.0,0,21,7.3,Operations,Male,1.780024213009634,1.9024633121791021,-0.12243909916946816,0.10590620185880525,0.05340427918261328
1,0.5,2,2,3.3,3.2,0,4,13.9,Marketing,Male,1.9300710850255671,1.9310821693348315,-0.0010110843092643318,0.09783869174238033,-0.008368736215632213
3,0.375,2,3,2.3,2.7,0,11,7.4,Customer Support,Male,2.5321082512722946,2.4596262246885634,0.07248202658373115,0.10313132036151511,-0.020832599519488588
2,0.1818,3,1,2.5,4.2,0,21,13.2,Finance,Female,2.4432162227337915,2.4022862223838324,0.040930000349959084,-0.12618022774500143,0.02931584705083976
2,0.4,2,3,3.3,4.3,0,36,11.8,Data Science,Male,2.4458192610799534,2.4013283241179244,0.04449093696202899,0.09965670279793296,0.04132634557768635
4,0.3333,2,3,2.9,3.7,0,27,13.3,Data Science,Male,3.2120525995200753,3.0566000850844888,0.1554525144355865,0.10411634819199493,0.013938499283388766
1,0.1429,1,3,4.7,3.0,0,8,7.8,Customer Support,Female,1.7316555451583497,1.862610316216255,-0.13095477105790532,-0.15505976453277626,-0.007133563964568759
6,0.2727,2,4,3.5,2.7,0,10,14.5,Finance,Female,3.467297183366679,3.6027206229819546,-0.1354234396152756,-0.1302303609617009,-0.020434985182120575
3,0.2308,3,2,3.2,3.2,0,18,13.3,Engineering,Female,2.688527534613346,2.6287847214188633,0.059742813194482824,-0.13556579392607535,-0.00976399739070144
1,0.1667,2,3,2.8,2.9,0,7,18.3,Sales,Male,1.9329696377795786,1.9797178963232376,-0.04674825854365894,0.10197999327773294,-0.021250951463399108
2,0.2857,3,3,4.0,3.1,0,11,22.9,Marketing,Female,2.0320878452963655,2.013813484973396,0.018274360322969585,-0.14835247204125404,-0.01822241277518042
2,0.5,2,3,5.0,3.5,1,26,14.7,Marketing,Female,2.0476928433652555,2.0097027225827824,0.0379901207824731,-0.1493131552287984,0.009040699981020639
4,0.2667,2,3,4.4,4.6,0,1,9.8,HR,Female,2.7936160894318567,2.9585716775875173,-0.16495558815566058,-0.14477529560619196,0.03287273755970333
1,0.5,3,3,4.7,1.8,0,10,13.1,Data Science,Female,1.5789787049493917,1.65289343782107,-0.07391473287167827,-0.14800810934280187,-0.07868076766907
2,0.3333,1,3,4.7,4.1,0,51,21.7,Sales,Male,2.196112848483529,2.4729202917789777,-0.2768074432954486,0.10504187617270755,0.03149101365883913
3,0.2727,1,3,3.4,3.5,1,17,33.2,Sales,Female,2.5360749363624,2.5792981639800714,-0.04322322761767161,-0.14949485645221705,0.00312361848240157
2,0.2857,1,3,3.2,3.1,0,40,15.9,Product,Male,2.2762411176544437,2.4383333825016296,-0.16209226484718586,0.10675563011593578,-0.018327168190907576
3,0.5,2,3,3.1,2.7,0,18,12.3,Data Science,Male,2.432735777459091,2.511765477285516,-0.07902969982642505,0.09818695286109091,-0.033796968933911785
1,0.3333,3,2,4.0,3.5,1,10,7.6,HR,Male,2.1174596088673567,1.9471133319284755,0.17034627693888127,0.09964198277675768,0.002788507592853419
1,0.5,1,1,2.1,4.6,0,37,12.4,Engineering,Male,2.1564025828159643,2.085953946733889,0.0704486360820753,0.09688840657782814,0.025070894219371382
4,0.4,3,4,4.2,3.5,1,8,21.7,Marketing,Male,2.9433857931817817,2.8834717222077777,0.05991407097400403,0.10239690595758277,0.001640667061746094
3,0.375,3,4,4.0,3.2,0,8,9.5,Data Science,Male,2.758109400974947,2.6160047346980035,0.14210466627694363,0.0985376482633848,-0.016134480424716997
3,0.3,1,3,3.3,4.1,0,5,16.9,Finance,Female,2.512035317176253,2.565856869197446,-0.05382155202119332,-0.1478079594138428,0.04689587485126846
1,0.3333,1,3,3.0,5.0,0,18,18.1,Product,Male,2.046401687601636,2.1466235471547566,-0.10022185955312057,0.1084779682973528,0.05556151023358839
1,0.3333,1,4,2.2,3.9,0,77,14.5,Product,Male,1.9685099809725544,1.9921925599025823,-0.023682578930027898,0.10920767304970468,0.007253308088480445
2,0.5,1,3,4.1,3.9,0,10,24.0,Marketing,Male,2.5265283244788197,2.338315102224057,0.18821322225476278,0.10672106098162422,0.014673621736687431
4,0.4,1,2,4.3,3.5,0,7,19.2,Marketing,Male,3.3178157727231046,3.080471233960848,0.23734453876225636,0.09754507228926709,0.0014248511837406895
6,0.375,1,4,3.5,3.4,0,2,8.4,Operations,Male,3.6686767467964168,3.6139087651014266,0.0547679816949902,0.09564341122588196,-0.005021690254009777
3,0.75,1,4,2.2,3.2,0,22,8.2,Data Science,Male,2.325324579963535,2.5449098570650714,-0.2195852771015363,0.10450253779666104,-0.005780255481758764
2,1.0,1,3,4.7,4.2,0,7,12.9,Product,Male,2.325324579963535,2.3991063193751625,-0.07378173941162736,0.109065785779743,0.024009997149250336
2,0.3333,3,3,3.3,3.2,0,71,10.1,Legal,Female,1.572773928062509,1.9065025615333686,-0.33372863347085957,-0.14922732585941548,-0.015141912411588729
2,0.4,1,4,4.0,3.5,1,14,6.0,Operations,Male,2.3263016196113617,2.294255963289506,0.03204565632185563,0.10808509535430617,0.0023777491222318685
6,0.2609,3,3,3.8,3.5,0,9,17.0,Product,Male,3.73552446193698,3.852124969454758,-0.11660050751777806,0.08885713865649238,0.0024138558209284827
3,0.3333,2,2,2.9,4.0,0,5,9.0,Legal,Female,2.740194654428777,2.4112841151534785,0.3289105392752987,-0.14777820699619282,0.03339626949834703
4,0.2222,2,3,2.2,3.5,1,1,7.6,Operations,Male,2.9193910402972683,3.128651194361456,-0.20926015406418763,0.10218169686065519,0.002537079552563952
2,0.5,1,3,4.8,2.6,0,3,7.7,Operations,Female,2.018895041811802,1.958173176382097,0.060721865429705035,-0.15073153343898324,-0.03161384585939132
2,0.2222,3,2,3.8,3.4,0,32,10.7,Finance,Female,2.3145136638593193,2.216166378904524,0.09834728495479528,-0.1300605502117211,-0.004569601802536146
1,1.0,3,4,3.9,3.3,0,3,5.2,Customer Support,Female,1.6486586255873816,1.4418581301093354,0.20680049547804624,-0.15018562017079548,-0.004858346449999504
2,2.0,1,3,5.0,4.0,0,28,8.5,HR,Male,2.3135250330323798,2.1487179461169608,0.164807086915419,0.10765665215049293,0.01630948828514129
2,0.3333,1,4,2.3,4.2,0,7,12.5,Data Science,Female,2.1447610078004784,2.16778297311128,-0.023021965310801473,-0.14057358643709414,0.03835745355567128
1,0.5,1,3,4.1,3.7,0,5,13.1,Data Science,Male,2.178155014615869,2.1404330536836027,0.037721960932266096,0.10404217727205944,0.014360066443870821
2,1.0,2,2,3.6,3.4,0,9,9.3,Legal,Male,2.201659174404085,2.1894286007151877,0.012230573688897461,0.10603088595238765,-0.00300532960254126
2,0.3333,1,3,4.3,3.5,1,32,14.6,Product,Male,2.7013612129514133,2.540398114954771,0.1609630979966421,0.11000602223597596,0.007725422033192874
2,0.2857,3,3,2.6,3.3,0,23,12.9,Marketing,Male,2.2834022735772717,2.1834872982574347,0.09991497531983695,0.10735612101191827,-0.01256313982221367
4,0.2667,2,3,4.0,4.1,0,14,15.7,Sales,Male,3.2511493854184965,3.220358207493846,0.03079117792465036,0.1034681511119987,0.03362504876577736
1,0.5,1,2,4.4,2.9,0,43,8.4,Data Science,Female,1.8702625307159986,1.9644605784114153,-0.09419804769541673,-0.14010374387912805,-0.012638151619967892
